student_id,n_videos,n_navigate,n_access,n_problem,n_page_close,n_discussion,n_wiki,n_events,n_events_lst_wk,n_access_lst_wk,n_access_lst2_wk,days_course_strt_access1,days_course_end_access_lst,unique_days_accessed,dropout
893,2,10,10,0,3,0,0,25,25,10,10,28,1,1,1
895,3,30,108,22,5,7,0,175,84,51,58,5,1,8,0
899,11,50,124,39,11,25,3,263,24,13,53,1,4,14,0
900,0,7,10,0,8,0,0,25,0,0,10,19,9,2,1
901,11,31,34,24,24,4,1,129,9,3,29,2,5,5,1
903,35,9,102,55,72,2,0,275,78,31,74,5,1,9,0
906,32,14,70,57,49,0,0,222,69,27,59,1,3,10,0
911,26,18,94,36,64,22,2,262,94,39,57,1,5,6,0
912,34,43,53,8,44,1,0,183,92,24,53,19,0,7,0
921,19,34,98,37,56,0,0,244,114,50,62,5,0,14,0
922,44,10,168,54,129,0,0,405,11,6,82,1,0,21,0
923,2,31,99,20,8,30,0,190,77,34,60,3,1,14,0
924,3,24,81,28,3,27,4,170,170,81,81,25,0,3,0
925,20,2,41,4,31,0,0,98,0,0,11,13,9,5,1
930,1,18,45,2,1,0,0,67,0,0,27,12,9,5,1
933,12,83,276,16,161,35,9,592,128,74,159,3,0,14,0
935,3,7,4,0,4,0,0,18,0,0,4,20,9,1,1
936,46,39,352,118,100,18,0,673,0,0,153,2,9,12,1
937,32,25,266,178,79,29,0,609,111,63,180,2,0,16,0
938,6,1,8,0,6,0,0,21,21,8,8,28,1,1,1
939,35,13,126,20,64,24,2,284,143,62,126,19,1,4,0
940,43,53,259,87,161,27,7,637,241,99,125,2,3,13,0
941,21,16,70,22,34,5,1,169,0,0,37,3,9,6,0
942,0,2,0,0,0,0,0,2,0,0,0,NA,NA,2,1
945,34,15,168,33,50,0,0,300,124,87,94,1,2,10,0
946,1,13,23,26,7,0,0,70,44,16,19,9,1,4,0
950,2,5,5,0,3,0,0,15,15,5,5,28,0,2,1
952,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
953,9,23,58,0,24,28,1,143,11,5,29,4,7,11,0
954,16,13,53,0,28,0,0,110,19,10,20,1,1,7,0
958,10,14,34,2,22,2,1,85,0,0,9,5,9,4,1
960,0,6,5,0,0,0,0,11,0,0,5,21,8,1,1
961,1,3,2,0,1,0,0,7,7,2,2,28,1,1,1
962,0,2,12,4,1,0,0,19,19,12,12,28,0,2,0
965,7,22,184,79,26,13,1,332,85,54,139,8,0,13,0
966,2,8,11,0,1,2,1,25,0,0,0,0,17,4,1
967,19,9,61,0,35,1,0,125,0,0,57,4,9,4,0
971,30,34,96,30,65,79,9,343,56,18,35,6,1,12,0
974,3,12,31,16,5,0,1,68,57,27,27,12,1,3,0
976,25,31,89,30,50,9,2,236,103,42,55,4,0,11,0
984,23,4,31,8,27,0,0,93,93,31,31,28,0,2,0
987,38,27,72,54,22,0,0,213,4,2,27,0,4,9,0
989,12,6,40,6,20,11,0,95,0,0,15,3,8,4,0
992,0,3,19,0,0,0,0,22,22,19,19,28,1,1,1
994,38,18,197,33,89,0,2,377,139,68,171,12,1,6,0
996,14,18,55,2,28,0,0,117,34,17,21,1,2,7,1
997,19,88,75,58,25,74,11,350,33,12,35,0,1,10,0
999,0,5,4,0,2,0,0,11,0,0,0,13,16,1,1
1000,75,40,211,94,155,22,4,601,116,39,163,1,6,13,0
1001,31,37,165,31,98,2,1,365,131,55,105,0,2,19,0
1002,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
1005,15,23,57,28,39,1,0,163,23,7,27,2,3,10,0
1006,9,7,47,6,17,1,0,87,16,8,36,6,5,5,0
1007,22,21,86,45,51,2,1,228,33,18,44,2,3,5,0
1008,1,13,36,20,13,1,0,84,84,36,36,25,0,3,0
1011,3,17,46,17,5,4,0,92,0,0,11,4,9,5,0
1015,11,12,45,10,29,0,2,109,76,31,39,10,2,5,1
1018,77,13,154,38,91,0,0,373,88,42,83,10,1,14,0
1020,20,37,134,52,62,23,3,331,61,20,134,16,3,5,0
1021,6,30,67,10,45,3,0,161,35,13,42,0,1,12,0
1023,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
1024,41,14,114,57,61,2,0,289,176,76,85,10,1,7,0
1028,41,40,148,89,104,6,1,429,144,55,92,1,0,17,0
1029,4,39,112,17,11,0,0,183,36,20,43,1,1,11,0
1030,76,46,272,7,135,292,1,829,0,0,24,1,9,15,0
1031,0,5,7,0,2,0,0,14,0,0,7,20,9,1,1
1033,0,31,84,27,0,3,2,147,75,33,49,2,0,6,0
1035,1,29,59,20,37,10,1,157,48,18,25,13,1,7,0
1040,10,22,94,25,10,0,0,161,92,59,90,3,0,10,0
1041,47,42,174,17,54,5,1,340,146,70,170,10,0,10,0
1043,15,8,23,0,18,0,0,64,0,0,12,6,9,5,0
1044,5,8,32,62,2,7,0,116,7,3,32,21,2,2,1
1045,2,7,6,0,2,0,0,17,17,6,6,28,1,1,0
1046,0,2,5,8,0,0,0,15,15,5,5,28,1,1,1
1050,5,44,124,67,7,5,3,255,125,52,65,7,1,12,0
1052,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1054,18,17,77,66,51,12,0,241,0,0,36,1,9,9,0
1056,6,30,69,26,8,97,4,240,52,20,31,1,1,11,0
1057,14,8,23,8,19,0,0,72,57,18,23,19,1,5,0
1058,2,10,63,20,1,0,4,100,100,63,63,28,0,2,0
1065,19,10,93,27,50,1,1,201,0,0,93,18,9,3,0
1066,19,14,44,10,35,24,7,153,55,14,14,10,1,4,0
1069,5,43,107,17,25,5,2,204,58,35,57,1,0,14,0
1073,6,5,12,0,9,0,0,32,0,0,12,19,9,2,1
1074,30,10,69,10,54,2,2,177,0,0,36,11,8,8,0
1075,11,13,35,10,22,0,0,91,79,32,32,13,1,6,0
1076,19,6,59,9,37,3,0,133,0,0,26,3,9,7,1
1078,33,52,110,59,73,9,8,344,90,29,63,2,0,15,0
1082,0,8,32,21,3,0,0,64,44,18,19,12,1,7,0
1084,21,18,49,20,42,9,0,159,0,0,27,11,9,5,1
1085,23,34,124,49,66,1,2,299,0,0,79,12,9,7,0
1086,19,31,70,13,42,3,2,180,0,0,24,12,9,7,0
1087,2,25,55,23,23,8,0,136,72,31,36,7,0,8,0
1088,7,21,19,0,8,0,0,55,0,0,1,12,9,4,1
1089,1,42,193,39,1,15,1,292,158,106,193,17,0,10,0
1091,34,21,91,10,60,0,0,216,96,39,90,11,1,8,0
1095,39,31,83,29,60,8,1,251,118,40,83,19,1,6,0
1098,12,16,96,16,18,33,1,192,192,96,96,24,0,6,0
1099,111,41,201,57,60,46,2,518,67,30,97,8,5,10,0
1103,2,13,41,19,2,15,1,93,14,3,11,1,1,8,1
1107,0,4,0,0,0,0,0,4,0,0,0,NA,NA,1,1
1108,24,27,134,28,38,19,12,282,145,48,70,2,1,7,1
1110,4,8,67,12,14,0,0,105,51,28,38,8,1,6,0
1116,66,83,285,53,183,121,7,798,157,63,175,1,4,13,0
1118,14,5,66,8,25,0,0,118,24,15,59,13,0,7,1
1124,16,7,45,29,38,0,0,135,70,23,27,3,1,5,0
1126,7,4,13,0,11,0,1,36,0,0,4,11,9,2,0
1128,83,33,261,11,131,4,2,525,192,106,247,6,4,12,1
1129,17,5,26,26,23,0,0,97,32,7,26,21,1,2,0
1133,51,30,135,76,53,2,0,347,159,65,135,17,0,9,0
1134,23,24,81,26,29,6,0,189,0,0,33,6,8,9,1
1136,0,1,7,0,1,0,0,9,0,0,7,20,9,1,1
1137,46,29,165,70,92,6,4,412,230,86,154,0,4,11,0
1138,10,13,95,48,18,0,0,184,180,95,95,26,2,4,0
1139,18,50,57,36,39,42,15,257,65,20,37,5,1,9,0
1140,19,17,54,12,38,7,1,148,0,0,12,5,9,7,1
1141,24,28,66,10,54,1,1,184,0,0,19,11,9,6,0
1142,29,35,91,51,46,5,1,258,117,34,45,10,3,11,1
1143,0,16,41,20,2,0,0,79,0,0,41,18,9,3,1
1145,5,11,54,23,37,2,0,132,18,5,20,1,1,8,0
1147,54,34,224,236,86,97,1,732,331,107,107,7,0,9,0
1150,63,63,179,48,127,118,8,606,222,82,107,1,0,11,0
1153,0,2,4,0,1,0,0,7,7,4,4,23,6,1,1
1154,10,30,52,20,34,19,2,167,0,0,7,1,9,3,1
1158,0,5,0,0,0,0,0,5,5,0,0,NA,NA,3,0
1162,1,15,25,0,1,0,1,43,43,25,25,27,0,3,0
1163,15,61,111,0,21,29,1,238,82,44,73,1,0,14,0
1164,0,3,5,0,0,0,0,8,0,0,5,20,9,1,1
1167,53,17,121,45,84,4,1,325,130,46,68,1,1,11,0
1169,31,31,111,66,64,0,0,303,164,54,72,1,2,10,0
1172,17,7,64,22,33,32,0,175,68,27,27,7,0,6,0
1174,10,35,85,6,12,2,0,150,115,67,83,8,1,8,0
1177,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
1178,3,7,24,8,17,0,0,59,30,11,14,7,1,4,0
1180,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
1181,0,4,20,0,2,5,0,31,31,20,20,28,0,2,1
1182,9,97,203,49,113,395,1,867,184,52,70,2,0,21,0
1185,21,109,184,106,117,57,0,594,62,16,65,1,5,20,0
1187,13,11,25,2,21,0,1,73,0,0,25,20,9,1,1
1188,7,7,19,0,13,1,0,47,0,0,17,9,12,5,1
1190,0,20,24,12,7,1,1,65,17,6,18,5,1,3,0
1191,4,6,27,22,16,0,0,75,18,6,20,4,4,5,0
1192,14,23,112,15,32,2,0,198,52,21,48,4,0,16,0
1195,17,26,39,23,27,4,0,136,40,13,26,7,1,8,0
1196,20,38,119,5,60,13,0,255,62,34,48,4,0,17,0
1199,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
1201,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1202,0,26,88,41,53,0,0,208,98,40,50,1,1,13,0
1203,6,20,75,35,18,0,0,154,40,19,43,1,0,10,0
1204,0,3,2,0,0,0,0,5,0,0,2,20,9,1,1
1212,4,33,117,50,9,33,1,247,67,28,52,1,2,16,0
1213,1,9,20,10,16,0,0,56,56,20,20,28,1,1,0
1216,54,33,222,77,92,0,0,478,213,85,140,6,0,11,0
1222,2,8,16,0,2,0,0,28,0,0,2,9,9,3,1
1223,43,33,151,228,71,17,3,546,211,56,132,4,2,13,0
1227,21,32,73,66,5,0,0,197,66,25,43,10,1,8,0
1228,1,26,20,10,10,2,1,70,0,0,20,20,9,1,1
1230,29,25,84,23,49,8,1,219,9,7,33,5,1,5,0
1235,9,7,23,2,18,0,0,59,0,0,13,11,9,4,1
1240,1,6,25,4,2,0,0,38,8,7,10,5,7,4,1
1241,5,13,38,14,18,0,0,88,52,21,25,9,1,5,0
1244,4,4,8,0,6,0,0,22,22,8,8,28,1,1,1
1246,1,2,16,0,1,0,0,20,0,0,16,17,12,1,0
1248,32,17,111,43,68,1,0,272,15,6,40,0,4,9,1
1249,1,7,2,0,0,1,1,12,12,2,2,28,1,1,1
1250,2,12,22,1,2,44,1,84,84,22,22,24,4,4,1
1252,60,47,376,199,93,98,0,873,202,101,234,1,1,21,0
1253,10,21,82,1,10,1,0,125,0,0,57,9,8,8,1
1255,1,2,3,0,1,0,0,7,0,0,0,13,16,1,1
1258,4,2,99,65,4,0,0,174,130,65,99,20,0,5,0
1260,78,51,467,158,138,89,7,988,238,119,157,1,2,10,0
1263,41,38,69,22,52,31,2,255,255,69,69,27,0,3,0
1268,10,11,63,7,35,0,0,126,31,17,50,11,4,7,0
1271,1,2,6,0,5,0,0,14,0,0,6,20,9,1,1
1273,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,0
1274,0,2,2,0,0,0,0,4,4,2,2,28,1,1,1
1278,15,66,113,57,74,9,4,338,134,38,67,1,1,14,0
1280,15,12,52,3,32,0,0,114,9,6,16,8,6,6,1
1283,1,7,9,0,1,1,1,20,0,0,9,20,9,2,1
1284,9,5,28,2,13,0,0,57,27,15,21,11,7,4,0
1285,18,6,78,19,44,0,0,165,64,28,78,18,1,4,1
1287,1,65,162,68,53,45,3,397,280,123,159,13,0,13,0
1288,20,18,75,21,47,1,0,182,79,32,75,18,1,6,1
1289,108,43,331,262,120,115,1,980,223,78,149,0,1,12,0
1290,26,36,92,9,74,1,0,238,7,3,40,1,4,10,0
1292,7,47,165,59,5,25,4,312,59,26,127,13,1,16,0
1296,0,11,37,9,1,4,1,63,30,15,37,16,1,4,0
1297,1,4,5,0,3,0,0,13,13,5,5,28,1,1,1
1299,48,25,153,23,88,0,0,337,214,96,151,6,2,12,0
1301,8,21,48,48,24,1,1,151,48,19,48,16,6,6,0
1303,26,34,64,14,48,1,0,187,28,9,31,1,3,9,1
1306,11,22,151,71,4,0,0,259,149,76,129,2,0,10,0
1308,18,18,32,27,28,2,2,127,127,32,32,27,0,3,0
1309,15,63,305,44,63,64,4,558,357,216,226,2,0,11,0
1310,21,22,65,11,41,2,2,164,62,29,37,6,0,8,0
1311,9,15,213,56,9,0,0,302,268,192,213,19,2,7,0
1312,0,13,65,1,15,0,0,94,63,45,45,5,0,9,0
1313,1,10,49,5,2,4,0,71,0,0,22,11,8,6,0
1316,24,22,99,42,71,1,1,260,102,33,56,8,4,11,0
1318,1,37,77,21,10,22,3,171,57,27,38,3,6,8,0
1321,33,33,179,48,88,21,1,403,189,87,89,6,4,11,0
1322,3,19,41,16,6,0,1,86,30,15,41,16,0,7,0
1323,0,3,2,0,1,0,0,6,6,2,2,28,1,1,1
1328,11,3,21,8,2,0,0,45,45,21,21,23,2,2,1
1331,5,16,81,23,12,1,2,140,22,22,72,12,4,11,1
1337,11,15,92,21,12,43,1,195,69,42,75,6,1,10,0
1339,4,23,60,29,28,23,1,168,65,30,35,1,0,8,0
1340,47,34,155,103,46,23,0,408,163,53,97,3,1,13,0
1341,0,18,24,26,2,1,1,72,32,10,10,5,1,4,1
1342,1,4,4,0,3,0,0,12,0,0,4,20,9,1,1
1348,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
1350,15,21,92,13,45,83,1,270,0,0,31,1,9,9,0
1351,40,41,117,38,79,13,4,332,41,15,72,7,6,8,0
1357,47,47,155,36,87,9,6,387,189,76,105,4,0,18,0
1358,0,35,89,27,69,76,3,299,70,23,51,10,1,10,0
1364,25,37,95,17,59,16,1,250,117,46,70,3,1,12,1
1365,14,12,67,104,31,0,0,228,15,6,34,14,0,4,0
1366,33,16,51,8,41,8,4,161,138,47,51,18,1,6,1
1367,1,8,14,0,2,0,0,25,12,10,12,2,1,5,0
1371,5,10,82,45,9,0,0,151,91,43,61,4,1,7,0
1372,4,28,125,72,16,0,1,246,52,32,75,5,1,14,0
1373,24,37,89,45,55,65,0,315,75,24,62,2,3,16,0
1376,10,8,53,12,20,0,0,103,17,9,22,3,3,15,1
1377,76,58,314,80,222,63,4,817,300,114,195,1,1,20,0
1378,15,12,20,0,17,0,1,65,40,12,20,20,1,4,0
1379,16,26,95,12,42,4,0,195,121,63,72,10,0,11,0
1381,0,4,6,0,0,0,0,10,6,4,4,13,7,2,1
1386,20,34,112,10,63,4,1,244,0,0,38,1,9,6,1
1387,11,49,204,75,23,14,2,378,119,68,153,3,6,9,0
1389,2,20,62,17,11,5,4,121,36,18,62,16,5,7,0
1390,20,22,93,30,49,20,1,235,103,39,53,5,3,11,0
1391,30,35,112,49,52,3,1,282,141,51,67,1,0,11,0
1392,27,6,87,17,46,0,1,184,19,8,20,4,5,12,0
1393,11,14,36,6,24,7,7,105,1,1,8,4,1,6,0
1394,6,32,46,26,25,8,3,146,40,8,9,8,1,7,0
1397,17,21,100,25,59,0,0,222,104,38,46,3,1,13,0
1398,1,6,14,7,1,0,0,29,8,4,14,17,3,3,0
1401,2,16,81,16,5,1,0,121,4,3,26,8,4,8,0
1402,1,2,1,0,1,0,0,5,0,0,1,20,9,1,1
1404,13,35,126,35,50,1,1,261,111,44,107,4,3,11,0
1405,33,29,130,21,19,6,4,242,30,22,40,5,1,15,0
1406,74,43,473,420,19,363,1,1393,641,200,318,1,0,16,0
1407,0,13,31,16,0,9,1,70,70,31,31,25,0,5,0
1408,1,91,193,51,13,27,9,385,95,63,129,13,0,8,0
1409,27,17,102,63,64,2,0,275,166,59,102,17,0,5,0
1410,7,6,106,38,12,7,0,176,139,80,106,20,2,5,0
1412,1,7,4,0,2,0,0,14,8,2,2,12,1,4,1
1413,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1414,32,5,71,75,53,3,0,239,57,18,56,11,4,4,0
1417,14,14,43,1,29,1,1,103,7,3,17,2,5,5,1
1418,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1420,0,5,4,0,1,0,2,12,0,0,4,19,10,3,1
1422,32,36,101,29,65,46,2,311,66,24,52,6,0,12,0
1424,30,31,72,19,53,6,1,212,36,17,40,1,1,16,0
1427,3,11,81,25,7,0,0,127,36,19,67,3,5,7,1
1428,1,5,5,0,3,0,1,15,0,0,5,20,9,1,1
1429,78,18,394,250,148,17,0,905,348,151,242,12,2,9,0
1430,2,39,98,57,9,9,1,215,111,52,98,19,0,5,0
1431,0,8,0,0,0,0,0,8,3,0,0,NA,NA,6,1
1437,27,33,88,40,40,0,0,228,65,26,49,6,4,13,0
1438,1,11,37,8,6,13,35,111,13,8,37,19,4,4,0
1441,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
1443,18,7,57,22,46,1,0,151,9,4,26,13,5,4,1
1444,0,1,4,0,3,0,0,8,0,0,4,20,9,1,1
1446,58,37,158,35,110,19,1,418,77,25,70,1,6,11,0
1450,47,53,191,62,72,35,13,473,0,0,24,0,12,10,0
1451,28,24,109,22,69,10,0,262,88,38,66,2,0,12,0
1452,17,10,33,1,25,1,0,87,27,10,18,6,3,8,1
1454,2,38,11,13,8,5,5,82,0,0,3,2,9,9,0
1455,2,64,244,108,13,76,4,511,161,92,159,8,0,8,0
1457,26,16,75,6,56,3,0,182,99,39,75,19,1,5,0
1458,3,23,24,6,1,0,1,58,17,7,17,2,3,9,0
1460,14,16,49,2,31,3,0,115,24,11,26,4,1,8,1
1462,1,7,12,0,1,0,0,21,0,0,12,20,9,1,1
1464,4,4,13,10,5,0,0,36,0,0,13,15,12,2,1
1465,1,1,2,0,1,0,0,5,5,2,2,28,1,1,1
1466,31,29,68,14,51,0,0,193,28,10,32,4,6,11,0
1468,23,55,121,15,76,13,13,316,59,23,55,1,0,18,0
1469,12,10,61,8,15,0,0,106,37,29,39,7,0,5,0
1472,47,53,224,287,51,53,3,718,146,35,106,7,0,10,0
1476,11,46,137,24,41,1,0,260,178,104,111,12,0,7,0
1477,10,33,78,17,26,11,3,178,38,19,38,6,1,11,0
1478,31,22,88,20,55,2,0,218,102,46,66,1,0,9,0
1480,0,1,2,0,0,0,0,3,3,2,2,28,1,1,1
1481,2,38,157,35,2,112,3,349,339,155,157,21,0,6,0
1485,26,21,82,34,54,1,0,218,55,20,52,1,2,11,0
1486,7,8,16,0,11,1,0,43,0,0,5,10,9,3,1
1488,0,3,0,0,0,0,0,3,0,0,0,NA,NA,1,1
1489,16,6,30,2,23,0,1,78,0,0,18,3,8,3,0
1490,23,4,57,0,27,0,0,111,6,2,15,8,5,6,1
1491,72,104,436,252,19,110,11,1004,261,127,303,0,0,15,0
1493,8,31,82,10,26,20,1,178,26,17,44,2,1,10,0
1495,10,45,106,5,33,16,0,215,25,16,39,1,3,10,1
1496,15,45,86,13,23,0,0,182,61,26,42,7,5,14,0
1497,15,4,51,3,13,0,0,86,18,10,19,1,2,14,0
1498,6,20,41,18,11,5,1,102,0,0,26,1,9,5,0
1499,37,46,74,8,65,0,0,230,76,26,74,19,1,6,0
1500,18,18,74,23,48,1,1,183,0,0,19,1,9,6,1
1501,13,25,132,39,28,2,1,240,124,71,100,1,0,10,0
1503,12,22,45,2,26,4,3,114,0,0,12,8,9,6,1
1504,1,3,27,0,1,1,0,33,33,27,27,27,1,2,1
1506,10,20,58,8,11,0,0,107,16,9,31,9,5,8,0
1508,4,10,50,4,13,0,0,81,81,50,50,26,0,4,0
1512,30,20,87,16,57,1,0,211,80,30,35,5,0,13,0
1513,42,23,142,27,77,8,1,320,172,81,103,2,0,8,0
1516,16,4,48,8,39,0,0,115,31,17,48,20,0,7,0
1518,1,8,21,0,2,0,0,32,22,16,16,7,1,4,0
1519,18,44,163,6,32,9,2,274,76,57,98,1,0,20,0
1520,13,66,216,86,12,57,1,451,169,86,158,1,1,14,0
1521,75,1,251,225,16,0,0,568,194,78,157,0,0,18,0
1522,4,4,15,0,11,0,0,34,0,0,11,13,9,3,1
1525,40,11,60,36,54,3,0,204,132,36,60,16,1,8,0
1529,14,35,238,208,9,18,1,523,0,0,27,3,9,5,0
1530,11,6,42,11,29,8,1,108,33,11,16,1,7,6,0
1533,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1535,3,8,30,9,9,17,1,77,77,30,30,25,1,2,0
1536,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
1537,0,23,39,18,0,4,1,85,3,0,35,6,10,6,0
1541,0,3,2,0,1,0,0,6,0,0,0,13,16,1,1
1542,35,12,68,55,1,30,1,202,0,0,40,7,8,3,0
1545,6,18,50,25,22,1,1,123,98,43,50,19,4,4,0
1546,2,32,125,18,15,2,0,194,31,23,64,2,3,14,1
1549,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
1550,21,28,96,22,62,13,0,242,222,88,96,20,1,9,0
1551,23,19,87,27,52,0,1,209,94,40,48,2,0,8,0
1557,23,8,91,27,48,0,0,197,108,51,91,17,0,5,0
1558,3,6,40,10,21,0,0,80,22,11,16,3,5,6,1
1561,23,25,72,42,48,57,3,270,35,11,30,2,2,9,0
1562,0,3,2,0,0,0,0,5,0,0,2,21,8,1,1
1564,8,25,100,14,11,14,0,172,36,24,53,2,0,13,0
1565,7,9,21,0,14,0,0,51,33,13,21,17,0,6,0
1567,2,15,18,10,3,2,2,52,0,0,4,3,8,3,1
1569,26,28,103,29,74,3,2,265,129,46,79,1,0,10,1
1573,2,70,172,17,8,16,0,285,0,0,172,17,8,5,0
1575,19,14,85,61,46,1,0,226,81,28,73,3,0,9,1
1576,3,22,33,8,8,1,2,77,0,0,3,1,9,6,1
1579,11,20,35,0,19,1,2,88,13,7,35,17,6,5,0
1581,22,28,91,31,70,15,3,260,105,38,86,0,0,7,0
1583,1,5,15,2,1,0,0,24,0,0,6,11,9,3,1
1587,0,14,22,0,6,0,0,42,11,5,14,13,6,8,1
1588,13,22,40,17,28,26,2,148,48,14,40,20,1,6,0
1592,11,8,48,10,20,0,0,97,0,0,36,1,8,6,1
1593,42,21,283,186,94,93,5,724,0,0,30,2,12,13,1
1594,18,19,135,85,27,0,0,284,0,0,43,4,8,11,1
1595,3,6,18,0,6,0,0,33,33,18,18,28,0,2,1
1597,0,3,0,0,0,0,0,3,0,0,0,NA,NA,1,1
1601,2,16,15,0,4,3,1,41,41,15,15,28,0,2,1
1606,3,34,61,47,33,178,0,356,35,12,37,2,2,11,0
1607,1,1,3,0,2,0,0,7,0,0,3,20,9,1,1
1608,20,43,92,13,56,2,1,227,25,7,23,4,4,13,1
1609,6,36,77,20,12,28,1,180,27,13,44,14,1,9,0
1610,5,18,82,29,16,8,0,158,83,55,67,11,0,8,0
1612,4,29,24,20,15,5,0,97,0,0,20,13,9,5,0
1614,0,2,11,0,8,0,0,21,0,0,4,4,10,4,1
1615,25,36,104,17,36,1,1,220,39,16,37,14,1,12,0
1617,2,7,5,0,1,2,0,17,14,5,5,23,6,2,1
1618,18,23,90,33,51,99,2,316,119,45,55,10,0,8,0
1620,12,25,83,42,51,9,2,224,8,4,27,1,4,9,0
1621,25,13,101,122,29,11,0,301,217,66,66,13,6,2,1
1622,16,31,330,66,31,12,0,486,193,154,260,2,0,13,0
1627,0,44,110,19,2,40,1,216,36,26,26,0,1,11,1
1628,6,26,63,22,6,36,3,162,38,18,32,5,0,13,0
1630,18,22,150,68,42,20,0,320,0,0,4,0,9,9,1
1632,20,28,52,21,36,3,2,162,77,25,51,14,0,6,0
1633,15,4,137,10,19,0,0,185,52,38,97,1,0,23,0
1634,11,27,99,27,19,7,2,192,58,32,63,8,3,13,0
1637,43,24,194,166,49,5,2,483,259,102,102,6,1,7,0
1639,0,10,17,0,0,0,1,28,0,0,17,17,9,3,1
1640,51,4,101,57,77,0,0,290,141,46,69,8,0,18,0
1647,56,22,102,10,75,0,0,265,163,66,102,20,0,7,0
1648,62,14,127,35,87,0,0,325,217,84,127,20,3,5,0
1649,27,11,79,4,44,3,0,168,62,29,79,16,0,10,0
1650,1,2,3,0,2,0,0,8,0,0,3,20,9,1,1
1651,62,13,175,103,58,9,0,420,10,4,80,13,5,5,0
1652,0,26,104,10,70,2,2,214,86,49,68,1,0,8,0
1654,2,5,20,0,2,0,0,29,12,8,20,19,6,4,1
1657,17,12,107,14,59,0,0,209,39,18,90,6,1,8,0
1660,3,23,35,3,7,0,0,71,8,4,11,2,6,10,0
1662,10,48,69,11,34,7,1,180,71,29,31,2,0,8,1
1663,0,38,37,0,3,0,0,78,0,0,9,3,9,5,1
1668,10,5,25,4,12,0,0,56,0,0,17,11,12,2,0
1669,1,2,7,0,1,0,0,11,11,7,7,28,1,1,0
1672,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
1673,1,20,76,12,10,8,0,127,85,58,76,15,1,8,0
1674,1,6,22,0,1,1,0,31,31,22,22,26,1,2,1
1676,3,9,6,0,4,0,0,22,10,2,2,8,3,4,0
1677,83,21,170,88,124,0,0,486,377,133,165,14,0,11,0
1679,6,11,38,4,8,0,0,67,5,3,13,1,1,10,0
1681,15,18,57,30,27,8,2,157,56,21,37,5,0,6,0
1686,15,17,68,2,45,0,0,147,29,14,36,3,3,11,0
1687,8,8,70,8,18,41,0,153,43,7,14,0,6,6,1
1688,64,81,186,181,49,25,3,589,46,9,86,1,7,14,0
1692,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1694,19,8,65,12,28,0,0,132,118,59,65,20,0,6,0
1697,49,12,193,170,61,3,0,488,94,33,124,0,1,13,0
1698,3,6,22,4,10,0,0,45,20,10,18,1,7,6,0
1700,0,2,7,0,0,0,0,9,0,0,7,16,9,3,1
1701,2,10,35,18,1,21,1,88,88,35,35,27,0,3,0
1703,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
1705,59,26,130,92,39,54,0,400,182,58,126,14,1,11,0
1707,24,28,92,20,52,15,2,233,47,20,34,2,1,8,1
1708,28,13,109,107,38,4,1,300,33,19,58,13,0,5,1
1711,0,8,44,19,1,0,0,72,0,0,44,17,9,2,1
1713,10,21,100,15,5,0,0,151,0,0,43,10,9,12,0
1715,3,25,18,2,12,3,1,64,64,18,18,26,1,3,0
1719,17,23,55,5,36,12,3,151,0,0,11,3,9,8,0
1720,3,8,117,11,5,1,0,145,54,47,113,2,0,7,0
1722,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
1724,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1725,1,3,1,0,1,0,0,6,6,1,1,28,1,1,1
1728,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
1730,3,6,16,0,8,0,0,33,0,0,16,16,9,2,1
1731,35,9,145,8,64,1,1,263,22,16,110,12,5,7,1
1732,8,19,21,0,14,0,0,62,62,21,21,27,0,3,0
1734,23,9,49,2,39,0,0,122,38,15,49,19,4,5,0
1735,16,20,55,11,35,0,0,137,10,5,5,3,1,11,0
1738,2,14,52,6,5,2,0,81,0,0,29,14,9,5,1
1745,10,8,47,40,28,0,0,133,0,0,37,11,9,2,0
1747,34,18,126,49,61,0,1,289,205,89,126,18,2,9,0
1749,0,28,22,0,4,0,0,54,7,0,3,2,10,14,0
